87.32588000000001,(-3466.3144355066042, 0.080012197942309779)
174.238418,(-3466.3144355066042, 0.080012197942309779)
255.53003700000002,(-3466.3144355066042, 0.080012197942309779)
306.752354,(-3466.3144355066042, 0.080012197942309779)
348.822105,(-3466.3144355066042, 0.080012197942309779)
394.91863200000006,(-3466.3144355066042, 0.080012197942309779)
433.111549,(-3466.3144355066042, 0.080012197942309779)
474.559914,(-3466.3144355066042, 0.080012197942309779)
499.375274,(-3466.3144355066042, 0.080012197942309779)
554.285064,(-903.24149975334251, 0.84297316805603573)
577.720878,(-903.24149975334251, 0.84297316805603573)
600.543348,(-903.24149975334251, 0.84297316805603573)
623.774086,(-903.24149975334251, 0.84297316805603573)
646.578525,(-903.24149975334251, 0.84297316805603573)
669.34338,(-903.24149975334251, 0.84297316805603573)
692.230159,(-903.24149975334251, 0.84297316805603573)
715.328203,(-903.24149975334251, 0.84297316805603573)
740.34042,(-903.24149975334251, 0.84297316805603573)
786.0608550000001,(-857.95850427371943, 0.80184018427563697)
809.845366,(-857.95850427371943, 0.80184018427563697)
835.9361110000001,(-857.95850427371943, 0.80184018427563697)
855.5027560000001,(-857.95850427371943, 0.80184018427563697)
877.9407020000001,(-857.95850427371943, 0.80184018427563697)
902.5472560000001,(-857.95850427371943, 0.80184018427563697)
926.8410040000001,(-857.95850427371943, 0.80184018427563697)
950.2661600000001,(-857.95850427371943, 0.80184018427563697)
975.0330190000001,(-857.95850427371943, 0.80184018427563697)
1024.7450470000003,(-927.53082684389096, 0.85154192257173278)
1049.1386530000004,(-927.53082684389096, 0.85154192257173278)
1073.1158950000004,(-927.53082684389096, 0.85154192257173278)
1098.9556270000003,(-927.53082684389096, 0.85154192257173278)
1121.9992250000005,(-927.53082684389096, 0.85154192257173278)
1147.4299560000004,(-927.53082684389096, 0.85154192257173278)
